repository,topic,review_status
vshulcz/deja-vu,dsh-plugin,verified_plugin
vibeinging/dsh-desktop,dsh-plugin,related
yjh051108/dsh-router-standard,dsh-plugin,verified_plugin
ericshang98/Perfect-Web-Clone,dsh-plugin,verified_plugin
yxxbc/dsh-balance-plugin,dsh-plugin,verified_plugin
peiyuwang54/deepseek-harness-cli,dsh-plugin,rejected
Akimiya-z/codex-guard,dsh-plugin,verified_plugin
xi-zhao/OpenQuantum,dsh-plugin,related
Walvez/dsh-codex-sync,dsh-plugin,verified_plugin
xuedai-mayi/dsh-wenshan,dsh-plugin,verified_plugin
dickpy/dsh-imagegen,dsh-plugin,verified_plugin
xiajiajun516/dsh-config-manager,dsh-plugin,verified_plugin
linhut/gongwen-skill,dsh-plugin,verified_skill
Clarklevis1995/dsh-mobile,dsh-plugin,related
IWAIBAOLI/dsh-with-pencil,dsh-plugin,verified_plugin
detongz/dsh-client-ui-obsidian-memory,dsh-plugin,verified_plugin
PKUfudawei/dsh-capability-menu,dsh-plugin,verified_plugin
SiriLee/dsh-rewind,dsh-plugin,verified_plugin
RAFOLIE/dsh-desktop-windowos,dsh-plugin,verified_plugin
titanwings/distilly,dsh-plugin,verified_skill
anywhere-labs/dsh-desktop,dsh-plugin,related
zhu1090093659/dsh-web,dsh-plugin,verified_plugin
agentscope-ai/ReMe,dsh-plugin,verified_plugin
zilliztech/memsearch,dsh-plugin,verified_plugin
platonai/Browser4,dsh-plugin,related
chainbase-labs/Agentkey,dsh-plugin,verified_plugin
Minglink/dsh-infinite-gen-2,dsh-plugin,rejected
Unclecheng-li/DeepSec,dsh-plugin,verified_plugin
Aisland-SJL/dsh-worktable,dsh-plugin,verified_plugin
zenstory-ai/oh-story-dsh,dsh-plugin,verified_plugin
hancao97/hanai-investment-dsh,dsh-plugin,verified_plugin
Yan-Zero/dsh-std,dsh-plugin,verified_plugin
1692775560/dsh-Mimir-Academic-research,dsh-plugin,verified_plugin
SeaOf0/dsh-redteam-model,dsh-plugin,verified_plugin
Tasihi89/dsh-talk-map,dsh-plugin,verified_plugin
AgentDebugX/AgentDebugX,dsh-plugin,verified_plugin
JingxuanC/causal-memory,dsh-plugin,verified_plugin
lamost423/dsh-maze,dsh-plugin,verified_plugin
gityuanbao/DSH-Plugins,dsh-plugin,related
MichengAI/dsh-codex-desktop,dsh-plugin,related
Rain-kl/dsh-preset-plus,dsh-plugin,watchlist
BeforeWave/dsh-with-chatgpt,dsh-plugin,verified_plugin
HiWhaleW/dsh-toolbox,dsh-plugin,verified_plugin
jsdvjx/dsh-strata,dsh-plugin,verified_plugin
Yi-111-a/dsh-jingling,dsh-plugin,verified_plugin
fandc520/dsh-comfyui,dsh-plugin,verified_plugin
SLin-code/dsh-custom-skin,dsh-plugin,verified_plugin
10086ggqq/dsh_theme_terraria,dsh-plugin,verified_plugin
MichengAI/dsh-archive-manager,dsh-plugin,verified_plugin
ZSeven-W/dsh-harbor,dsh-plugin,verified_plugin
yoli-mi/dsh-client-ui-custom,dsh-plugin,verified_plugin
amlyczz/dsh-agy-link,dsh-plugin,verified_plugin
KelaoHu/dsh-lowtide,dsh-plugin,verified_plugin
baihejiangnan/deepseek-harness-desktop,dsh-plugin,related
plolpl789/dsh-raw-html,dsh-plugin,verified_plugin
Phant0Meow/dsh-meow-smooth,dsh-plugin,verified_plugin
cofy-x/dsh-console,dsh-plugin,related
kenz1117/dsh-ui-usage-billing,dsh-plugin,verified_plugin
lizhiyao/oh-my-knowledge,dsh-plugin,verified_plugin
FeatherHunter/dsh-mattpocock-skills-deck,dsh-plugin,verified_plugin
xiaozhe7772222/dsh-opencode-zen,dsh-plugin,verified_plugin
sailoumili/novel-writer,dsh-plugin,verified_plugin
JAdpp/dsh-whale-galgame,dsh-plugin,verified_plugin
statem-li/dsh-webui,dsh-plugin,verified_plugin
Soren-ABT/dsh-knowledge,dsh-plugin,verified_plugin
guo6x/dsh-pilot,dsh-plugin,verified_plugin
klarkxy/zhihu-search,dsh-plugin,verified_plugin
chumingjun/harness-one,dsh-plugin,verified_plugin
ExElectron/dsh-tool-hongtou,dsh-plugin,verified_plugin
Thanksgiver233/dsh-mobile,dsh-plugin,related
lusblead/dsh-Kingdom,dsh-plugin,verified_plugin
GDWhisper/dsh-web-startup-auth,dsh-plugin,verified_plugin
Iwctwbh/dsh-flowglass,dsh-plugin,verified_plugin
DIAG5/dsh-better-input,dsh-plugin,verified_plugin
398894496-arch/runtime36,dsh-plugin,verified_plugin
ChongCyrus/Vibe-Mathematics,dsh-plugin,verified_plugin
DingTalk-Real-AI/dsh-dingtalk,dsh-plugin,verified_plugin
2768651338/dsh-effort-slider,dsh-plugin,verified_plugin
webkubor/dsh-bloom-theme,dsh-plugin,verified_plugin
hytime/dsh-thinking-effort,dsh-plugin,verified_plugin
z953218350/dsh-history-tree,dsh-plugin,verified_plugin
ai-daming/clickvibe,dsh-plugin,verified_plugin
WilliamShi666/dsh-multiple-chat-panels,dsh-plugin,verified_plugin
wlj521/dsh-ui-tweaks,dsh-plugin,verified_plugin
chouxiaohuai/dsh-uiskin-theme,dsh-plugin,watchlist
Lzh3070/dsh-file-review-tab,dsh-plugin,verified_plugin
Tokeii0/dsh-lovelyaudit,dsh-plugin,verified_plugin
NekroAI/nekro-nxt,dsh-plugin,related
dsh-blue/blue,dsh-plugin,verified_plugin
whitefirer/dsh-niulai-pet,dsh-plugin,verified_plugin
AgentConnect/dsh-awiki,dsh-plugin,verified_plugin
Minglink/DeepSeek-Harness-Hub,dsh-plugin,related
jiuge2467/dsh-studio,dsh-plugin,related
unclecode/toolshrink,dsh-plugin,verified_plugin
YRN-playmaker/dsh-wallpaper_share,dsh-plugin,verified_plugin
CC19990113/dsh-plugin-codegraph,dsh-plugin,verified_plugin
Horizon215/dsh-plugins,dsh-plugin,verified_plugin
sqs404/dsh-portable,dsh-plugin,related
Ultronen/dsh-archived-chats,dsh-plugin,verified_plugin
corrinehu/dsh-workbuddy-connect,dsh-plugin,verified_plugin
Aik358/dsh-anchored-monitor,dsh-plugin,verified_plugin
Classicoke/cleverer-dsh,dsh-plugin,verified_plugin
TsFreddie/dsh-compaction-instant,dsh-plugin,verified_plugin
TencentCloud/tencentcloud-agentobs-sdk-dsh,dsh-plugin,verified_plugin
WizisCool/dsh-ears,dsh-plugin,verified_plugin
sikadi233-hub/minecraft-dev,dsh-plugin,verified_plugin
caoyiwei850/dsh-ssh-ops,dsh-plugin,verified_plugin
mmzm0808/dsh-deepseek-usage,dsh-plugin,verified_plugin
corrinehu/dsh-chat-imagine,dsh-plugin,verified_plugin
rinDBeans/dsh-miraculous-standard,dsh-plugin,verified_plugin
FrankHu-HK/mnemosyne,dsh-plugin,verified_plugin
chumingjun/dsh-harness-one,dsh-plugin,verified_plugin
wzxaaaa/dsh-w-plugin-ecosystem,dsh-plugin,verified_plugin
PerryLink/dsh-industry-research,dsh-plugin,verified_plugin
king-bcolor/dsh-multi-tenant-projects,dsh-plugin,verified_plugin
gjj-star/dsh-conversation-navigator,dsh-plugin,verified_plugin
sumarilkkxx/dsh-artifact,dsh-plugin,verified_plugin
Jiyr0119/dsh-workspace-explorer,dsh-plugin,verified_plugin
fishzjp/qa-skills,dsh-plugin,verified_plugin
minivv/dsh-agent-skills,dsh-plugin,verified_plugin
pointer-a/dsh-server-login,dsh-plugin,verified_plugin
PerryLink/dsh-research-report,dsh-plugin,verified_plugin
dabaicai001/star-dsh-desktop,dsh-plugin,related
Asher-2000/dsh-expert-mode,dsh-plugin,verified_plugin
kw78/dsh-office-tools,dsh-plugin,verified_plugin
Physicolor/dsh-ui-harmonizer,dsh-plugin,verified_plugin
Vithrive/Deepseek-Harness-for-VS-Code,dsh-plugin,related
shinjiyu/holdem,dsh-plugin,rejected
diqierjia/StrataGate-AgentMemory,dsh-plugin,verified_plugin
daha1216/dsh-adult-tension,dsh-plugin,rejected
Jackywxsz/DSH-Creator,dsh-plugin,verified_plugin
PensiveFei/dsh-voice-scribe,dsh-plugin,verified_plugin
lcgash/dsh-plugin-uw,dsh-plugin,verified_plugin
wei-806206088/dsh-skin,dsh-plugin,verified_plugin
Chael-Chael/dsh-reference-anything,dsh-plugin,verified_plugin
JunNanLYS/dsh-layered-memory,dsh-plugin,verified_plugin
siweina/dsh-novel-writer,dsh-plugin,verified_plugin
qkycir-123/dsh-run2skill,dsh-plugin,verified_plugin
BananaSoldier01/dsh-tidychat,dsh-plugin,verified_plugin
CH4ACKO3/dsh-turn-fold,dsh-plugin,verified_plugin
ddtcorex/govard,dsh-plugin,rejected
AdamPlatin123/dsh-plugin-radar,dsh-plugin,related
Unclecheng-li/AI_Animation,dsh-plugin,verified_skill
HakureiMonika/dsh-sandbox-escalation-fix,dsh-plugin,verified_plugin
jermaine123123/agent-context-editor,dsh-plugin,verified_plugin
hanshanyike/dsh-yolo,dsh-plugin,verified_plugin
Ed-Marcavage/awesome-security-agent-harnesses,dsh-plugin,related
aa2246740/dsh-watcher,dsh-plugin,verified_plugin
extracurricular-ai/dsh-filesnap,dsh-plugin,verified_plugin
Dely0/dsh-personal-workbench,dsh-plugin,verified_plugin
Soulize/hard-flash,dsh-plugin,watchlist
PerryLink/dsh-fund-research,dsh-plugin,verified_plugin
baobaolaodie/dsh-tui-vscode,dsh-plugin,related
chenproton/dsh-history,dsh-plugin,verified_plugin
LiZhenNet/dsh-antigravity,dsh-plugin,verified_plugin
cheshireez/dsh-skill-hub,dsh-plugin,verified_plugin
photon-hq/dsh-imessage,dsh-plugin,verified_plugin
Aa728848/dsh-chatgpt-subscription,dsh-plugin,verified_plugin
MichengAI/dsh-automation,dsh-plugin,verified_plugin
IceApriler/dsh-remote-mobile,dsh-plugin,verified_plugin
seven282/oss-prompt-optimizer,dsh-plugin,verified_plugin
huangruiteng/loopx,dsh-plugin,verified_plugin
wecode-ai/Wegent,dsh-plugin,related
Minglink/dsh-infinite-gen-3,dsh-plugin,rejected
myYangyunfan/dsh_desktop,dsh-plugin,related
liguobao/ds-harness-remote,dsh-plugin,verified_plugin
theBigGavin/marketingdashboard,dsh-plugin,verified_plugin
fangqian616/consensus-pipeline,dsh-plugin,verified_plugin
Justin-sky/ai-art-engine,dsh-plugin,related
niuhuoshan/launch-wechat-miniprogram,dsh-plugin,watchlist
FishBottle7/opencode2dsh,dsh-plugin,verified_plugin
vritser/dsh-emacs,dsh-plugin,related
SCSpotato/dsh-remote,dsh-plugin,verified_plugin
Tencent-TDS/dsh-kuikly-expert,dsh-plugin,verified_skill
uson1x/dsh-plugin-llm-verifier,dsh-plugin,verified_plugin
TFboy1/dsh-minecraft-ui,dsh-plugin,verified_plugin
Shiye-10Pages/dsh-whale-meter,dsh-plugin,verified_plugin
SeverusZh/dsh-plugin-subagent-director,dsh-plugin,verified_plugin
duhu2000/dsh-mcp-connector,dsh-plugin,verified_plugin
gongyijie85/mattpocock-skills-dsh,dsh-plugin,verified_plugin
liustack/pptwise,dsh-plugin,verified_plugin
riesbri/dshline,dsh-plugin,verified_plugin
FuRongJun-1999/CommonTrustProtocol,dsh-plugin,related
qinyre/dsh-plugin-capabilities,dsh-plugin,verified_plugin
Aa728848/dsh-llm-verifier,dsh-plugin,verified_plugin
Imzl-zl/dsh-mcp-manager-ui,dsh-plugin,verified_plugin
SimonMedy/DSH-Mobile,dsh-plugin,related
firecrawl/dsh-firecrawl,dsh-plugin,verified_plugin
Hyna-hla/dsh-remote,dsh-plugin,verified_plugin
StvLi/dsh-ros2,dsh-plugin,verified_plugin
anbeime/skill,dsh-plugin,related
YuJunZhiXue/dsh-purge,dsh-plugin,rejected
leenkcool/Blue-Whale-Harness,dsh-plugin,related
KongFangXun/sofagent,dsh-plugin,verified_plugin
SepineTam/cnki-mcp,dsh-plugin,related
tnnevol/fn-os-apps,dsh-plugin,related
See-Sol-Lab/DeepSeekGUI,dsh-plugin,related
GZX2211/dsh-Visual-Workflow,dsh-plugin,verified_plugin
lna-lab/distill-kura,dsh-plugin,verified_plugin
HaoyueQin/dsh-better-reasoning-effort,dsh-plugin,verified_plugin
LeemanCheung/dsh-task-dag,dsh-plugin,verified_plugin
inmny/dsh-sandbox-escalation-fix,dsh-plugin,verified_plugin
hherosoul/dsh-smart-charts,dsh-plugin,verified_plugin
EarzuChan/DshVibeLearning,dsh-plugin,verified_plugin
plastic-labs/honcho,dsh-plugin,related
Tiger3807861189/GLM-5.3-Flash-J-Space-Capability-Realization-Report,dsh-plugin,rejected
xing-shuyin/pi-web-ui,dsh-plugin,related
SiriusNEO/StarAgent,dsh-plugin,related
huaweicloud/huaweicloud-devkit,dsh-plugin,verified_skill
Jimmy0123-ux/dsh-token-pet,dsh-plugin,verified_plugin
liangdabiao/dsh-plugin-developer-skill,dsh-plugin,watchlist
Andiii208/dsh-ultramath,dsh-plugin,verified_plugin
daha1216/dsh-plugin-collection,dsh-plugin,related
PerryLink/dsh-data-quality,dsh-plugin,verified_plugin
Elave-66/dsh-blue-sea-launcher,dsh-plugin,related
Likenttt/garmin-connect-plugin-for-dsh,dsh-plugin,verified_plugin
Y1X1n/dsh-prompt-optimizer,dsh-plugin,verified_plugin
mingzeng21/dsh-obsidian,dsh-plugin,verified_plugin
louke6572/dsh-whale-widget-plus,dsh-plugin,verified_plugin
sagirimo/BioDSH,dsh-plugin,verified_skill
buhuikongpan/dsh-win-gitbash,dsh-plugin,verified_plugin
OpenPetsHQ/openpets,dsh-plugin,watchlist
inclusionAI/Avernet,dsh-plugin,verified_plugin
pax-beehive/dsh-hub-cli,dsh-plugin,verified_plugin
LivXue/dsh-plugin-shop,dsh-plugin,verified_plugin
justlovemaki/PrismFlowAgent,dsh-plugin,verified_plugin
zhu1090093659/dsh-trading,dsh-plugin,verified_plugin
Axiaohungry/dsh-llm-workbuddy,dsh-plugin,verified_plugin
Kihara777/NixKits,dsh-plugin,verified_plugin
sunxin-ai/dsh-design-qa,dsh-plugin,verified_plugin
jingyunstudio/jingyun-dsh,dsh-plugin,rejected
null119/dsh-mcp-manage,dsh-plugin,verified_plugin
wowyuarm/dsh-agent-team,dsh-plugin,verified_plugin
z953218350/dsh-archive-manager,dsh-plugin,verified_plugin
opdsh/unity-plugin,dsh-plugin,verified_plugin
xxxyz/DeepSeekHarness-MCP-Manager,dsh-plugin,verified_plugin
9livewolf/dsh-think-bounce-pet,dsh-plugin,watchlist
MingoZhou/dsh-replay,dsh-plugin,verified_plugin
wsz987/dsh-channels,dsh-plugin,verified_plugin
vncntvx/dsh-zotero,dsh-plugin,verified_plugin
